id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address
2034,18500,14,Marcali,3,2,3,144,11736,szőlőhegy,28,1,"szőlőhegy 28, Marcali"
2035,18500,14,Marcali,3,2,3,144,11736,zentai utca,12,2,"zentai utca 12, Marcali"
2036,18874,15,Mátészalka,3,2,3,154,17195,alkotmány út,7,1,"alkotmány út 7, Mátészalka"
2037,18874,15,Mátészalka,3,2,3,154,17195,babits mihály utca,14,1,"babits mihály utca 14, Mátészalka"
2039,18874,15,Mátészalka,3,2,3,154,17195,nádor tér,10,2,"nádor tér 10, Mátészalka"
2040,18874,15,Mátészalka,3,2,3,154,17195,nagybányai utca,33,2,"nagybányai utca 33, Mátészalka"
2041,21768,5,Megyaszó,4,3,6,66,2728,alkotmány út,42,2,"alkotmány út 42, Megyaszó"
2043,21768,5,Megyaszó,4,3,6,66,2728,csőri istván út,44,1,"csőri istván út 44, Megyaszó"
2044,21768,5,Megyaszó,4,3,6,66,2728,diófa út,12,1,"diófa út 12, Megyaszó"
2045,21768,5,Megyaszó,4,3,6,66,2728,dorgó út,30,1,"dorgó út 30, Megyaszó"
2046,21768,5,Megyaszó,4,3,6,66,2728,esze tamás út,27,2,"esze tamás út 27, Megyaszó"
2047,21768,5,Megyaszó,4,3,6,66,2728,hankó zoltán út,5,1,"hankó zoltán út 5, Megyaszó"
2048,21768,5,Megyaszó,4,3,6,66,2728,hankó zoltán út,49,2,"hankó zoltán út 49, Megyaszó"
2049,21768,5,Megyaszó,4,3,6,66,2728,hősök út,5,1,"hősök út 5, Megyaszó"
2051,21768,5,Megyaszó,4,3,6,66,2728,istván király út,7,0,"istván király út 7, Megyaszó"
2052,21768,5,Megyaszó,4,3,6,66,2728,mátyás király út,9,1,"mátyás király út 9, Megyaszó"
2054,21768,5,Megyaszó,4,3,6,66,2728,mészáros lőrinc út,18,1,"mészáros lőrinc út 18, Megyaszó"
2057,19628,4,Mezőberény,3,2,3,45,10632,köröstarcsai út,74,1,"köröstarcsai út 74, Mezőberény"
2059,13833,5,Mezőcsát,3,2,3,59,5980,ady endre utca,12,1,"ady endre utca 12, Mezőcsát"
2060,13833,5,Mezőcsát,3,2,3,59,5980,bocskai utca,22,2,"bocskai utca 22, Mezőcsát"
2061,13833,5,Mezőcsát,3,2,3,59,5980,dobó utca,10,0,"dobó utca 10, Mezőcsát"
2067,13833,5,Mezőcsát,3,2,3,59,5980,köztársaság utca,3/A,2,"köztársaság utca 3/A, Mezőcsát"
2068,13833,5,Mezőcsát,3,2,3,59,5980,mikes kelemen utca,5,0,"mikes kelemen utca 5, Mezőcsát"
2069,13833,5,Mezőcsát,3,2,3,59,5980,munkás utca,3,1,"munkás utca 3, Mezőcsát"
2070,13833,5,Mezőcsát,3,2,3,59,5980,petőfi utca,9,1,"petőfi utca 9, Mezőcsát"
2071,13833,5,Mezőcsát,3,2,3,59,5980,petőfi utca,28,0,"petőfi utca 28, Mezőcsát"
2073,11873,4,Mezőhegyes,3,2,3,49,5712,akácfa utca,9,2,"akácfa utca 9, Mezőhegyes"
2075,11873,4,Mezőhegyes,3,2,3,49,5712,hild jános utca,3,0,"hild jános utca 3, Mezőhegyes"
2076,11873,4,Mezőhegyes,3,2,3,49,5712,hild jános utca,14/A,0,"hild jános utca 14/A, Mezőhegyes"
2077,11873,4,Mezőhegyes,3,2,3,49,5712,hunyadi utca,11,2,"hunyadi utca 11, Mezőhegyes"
2078,11873,4,Mezőhegyes,3,2,3,49,5712,hunyadi utca,16,2,"hunyadi utca 16, Mezőhegyes"
2079,11873,4,Mezőhegyes,3,2,3,49,5712,ii. józsef körút,12,2,"ii. józsef körút 12, Mezőhegyes"
2080,11873,4,Mezőhegyes,3,2,3,49,5712,kamaráspuszta major,22,1,"kamaráspuszta major 22, Mezőhegyes"
2081,11873,4,Mezőhegyes,3,2,3,49,5712,kendergyár gyártelep,11,1,"kendergyár gyártelep 11, Mezőhegyes"
2082,11873,4,Mezőhegyes,3,2,3,49,5712,kossuth utca,13,0,"kossuth utca 13, Mezőhegyes"
2083,11873,4,Mezőhegyes,3,2,3,49,5712,kozma ferenc utca,0,2,"kozma ferenc utca 0, Mezőhegyes"
2086,11873,4,Mezőhegyes,3,2,3,49,5712,petőfi sándor utca,8,2,"petőfi sándor utca 8, Mezőhegyes"
2087,30322,4,Mezőkovácsháza,3,2,3,49,6177,ady endre utca,24/A,2,"ady endre utca 24/A, Mezőkovácsháza"
2088,30322,4,Mezőkovácsháza,3,2,3,49,6177,árpád utca,124,0,"árpád utca 124, Mezőkovácsháza"
2090,30322,4,Mezőkovácsháza,3,2,3,49,6177,deák ferenc utca,79,1,"deák ferenc utca 79, Mezőkovácsháza"
2091,30322,4,Mezőkovácsháza,3,2,3,49,6177,deák ferenc utca,110/A,1,"deák ferenc utca 110/A, Mezőkovácsháza"
2092,30322,4,Mezőkovácsháza,3,2,3,49,6177,dózsa györgy utca,39/A,1,"dózsa györgy utca 39/A, Mezőkovácsháza"
2093,30322,4,Mezőkovácsháza,3,2,3,49,6177,dózsa györgy utca,43,1,"dózsa györgy utca 43, Mezőkovácsháza"
2094,30322,4,Mezőkovácsháza,3,2,3,49,6177,ifjúsági lakótelep,2,2,"ifjúsági lakótelep 2, Mezőkovácsháza"
2095,30322,4,Mezőkovácsháza,3,2,3,49,6177,kinizsi pál utca,30,2,"kinizsi pál utca 30, Mezőkovácsháza"
2096,30322,4,Mezőkovácsháza,3,2,3,49,6177,kodály zoltán utca,6,1,"kodály zoltán utca 6, Mezőkovácsháza"
2097,30322,4,Mezőkovácsháza,3,2,3,49,6177,kodály zoltán utca,25,0,"kodály zoltán utca 25, Mezőkovácsháza"
2098,30322,4,Mezőkovácsháza,3,2,3,49,6177,kossuth lajos utca,128,1,"kossuth lajos utca 128, Mezőkovácsháza"
2099,30322,4,Mezőkovácsháza,3,2,3,49,6177,kossuth lajos utca,135/A,2,"kossuth lajos utca 135/A, Mezőkovácsháza"
2100,30322,4,Mezőkovácsháza,3,2,3,49,6177,szabadság utca,86/A,0,"szabadság utca 86/A, Mezőkovácsháza"
2102,19433,5,Mezőkövesd,3,2,3,60,16559,csokonai utca,3,2,"csokonai utca 3, Mezőkövesd"
2104,19433,5,Mezőkövesd,3,2,3,60,16559,hóvirág utca,8,0,"hóvirág utca 8, Mezőkövesd"
2105,19433,5,Mezőkövesd,3,2,3,60,16559,petőfi sándor utca,46,1,"petőfi sándor utca 46, Mezőkövesd"
2106,19433,5,Mezőkövesd,3,2,3,60,16559,szomolyai út,107,0,"szomolyai út 107, Mezőkövesd"
2107,4260,16,Mezőtúr,3,2,3,166,17510,bólyai jános utca,10,1,"bólyai jános utca 10, Mezőtúr"
2108,4260,16,Mezőtúr,3,2,3,166,17510,ifjúsági lakótelep,0,0,"ifjúsági lakótelep 0, Mezőtúr"
2109,4260,16,Mezőtúr,3,2,3,166,17510,kőrösi csoma sándor utca,7,0,"kőrösi csoma sándor utca 7, Mezőtúr"
2110,4260,16,Mezőtúr,3,2,3,166,17510,makk józsef utca,8,0,"makk józsef utca 8, Mezőtúr"
2111,4260,16,Mezőtúr,3,2,3,166,17510,nagykúria,125,0,"nagykúria 125, Mezőtúr"
2113,30456,5,Miskolc,2,2,2,61,167754,árpád út,80,2,"árpád út 80, Miskolc"
2114,30456,5,Miskolc,2,2,2,61,167754,bajcsy-zsilinszky út,22,0,"bajcsy-zsilinszky út 22, Miskolc"
2115,30456,5,Miskolc,2,2,2,61,167754,bandzsalgó dűlő,001433/0013,0,"bandzsalgó dűlő 001433/0013, Miskolc"
2116,30456,5,Miskolc,2,2,2,61,167754,bárczay utca,8,0,"bárczay utca 8, Miskolc"
2117,30456,5,Miskolc,2,2,2,61,167754,bodrog utca,1,0,"bodrog utca 1, Miskolc"
2118,30456,5,Miskolc,2,2,2,61,167754,bulcsu utca,20,0,"bulcsu utca 20, Miskolc"
2119,30456,5,Miskolc,2,2,2,61,167754,cinka panna utca,11,0,"cinka panna utca 11, Miskolc"
2121,30456,5,Miskolc,2,2,2,61,167754,csermőke dűlő,060527/0002,0,"csermőke dűlő 060527/0002, Miskolc"
2122,30456,5,Miskolc,2,2,2,61,167754,csermőke,060369/3,0,"csermőke 060369/3, Miskolc"
2123,30456,5,Miskolc,2,2,2,61,167754,csokonai vitéz m. utca,16,2,"csokonai vitéz m. utca 16, Miskolc"
2124,30456,5,Miskolc,2,2,2,61,167754,dankó pista utca,15,1,"dankó pista utca 15, Miskolc"
2125,30456,5,Miskolc,2,2,2,61,167754,erkel ferenc utca,110,0,"erkel ferenc utca 110, Miskolc"
2126,30456,5,Miskolc,2,2,2,61,167754,feszty árpád utca,54,0,"feszty árpád utca 54, Miskolc"
2127,30456,5,Miskolc,2,2,2,61,167754,ganz ábrahám utca,19,2,"ganz ábrahám utca 19, Miskolc"
2130,30456,5,Miskolc,2,2,2,61,167754,hajós alfréd utca,9,2,"hajós alfréd utca 9, Miskolc"
2131,30456,5,Miskolc,2,2,2,61,167754,irma utca,32,0,"irma utca 32, Miskolc"
2132,30456,5,Miskolc,2,2,2,61,167754,iván utca,5,0,"iván utca 5, Miskolc"
2134,30456,5,Miskolc,2,2,2,61,167754,katowice utca,13,1,"katowice utca 13, Miskolc"
2135,30456,5,Miskolc,2,2,2,61,167754,kempelen farkas utca,4,2,"kempelen farkas utca 4, Miskolc"
2136,30456,5,Miskolc,2,2,2,61,167754,király utca,5,1,"király utca 5, Miskolc"
2137,30456,5,Miskolc,2,2,2,61,167754,kisfaludy károly utca,26,0,"kisfaludy károly utca 26, Miskolc"
2141,30456,5,Miskolc,2,2,2,61,167754,klapka györgy utca,3,1,"klapka györgy utca 3, Miskolc"
2142,30456,5,Miskolc,2,2,2,61,167754,klapka györgy utca,46,2,"klapka györgy utca 46, Miskolc"
2144,30456,5,Miskolc,2,2,2,61,167754,könyves kálmán utca,7,1,"könyves kálmán utca 7, Miskolc"
2147,30456,5,Miskolc,2,2,2,61,167754,kuruc utca,35,0,"kuruc utca 35, Miskolc"
2148,30456,5,Miskolc,2,2,2,61,167754,kuruc utca,67,0,"kuruc utca 67, Miskolc"
2149,30456,5,Miskolc,2,2,2,61,167754,mátra utca,3,0,"mátra utca 3, Miskolc"
2150,30456,5,Miskolc,2,2,2,61,167754,mátyás király utca,15,0,"mátyás király utca 15, Miskolc"
2154,30456,5,Miskolc,2,2,2,61,167754,örs utca,1,2,"örs utca 1, Miskolc"
2155,30456,5,Miskolc,2,2,2,61,167754,pattantyus a. géza utca,13,2,"pattantyus a. géza utca 13, Miskolc"
2156,30456,5,Miskolc,2,2,2,61,167754,sályi istván utca,13,2,"sályi istván utca 13, Miskolc"
2157,30456,5,Miskolc,2,2,2,61,167754,szeles utca,76,0,"szeles utca 76, Miskolc"
2158,30456,5,Miskolc,2,2,2,61,167754,szent istván utca,4,1,"szent istván utca 4, Miskolc"
2159,30456,5,Miskolc,2,2,2,61,167754,szentgyörgy út,16,2,"szentgyörgy út 16, Miskolc"
2160,30456,5,Miskolc,2,2,2,61,167754,szentgyörgy út,65,2,"szentgyörgy út 65, Miskolc"
2161,30456,5,Miskolc,2,2,2,61,167754,szépvölgy utca,15,0,"szépvölgy utca 15, Miskolc"
2162,30456,5,Miskolc,2,2,2,61,167754,szilvás utca,25,1,"szilvás utca 25, Miskolc"
2164,30456,5,Miskolc,2,2,2,61,167754,szirmay antal utca,39,2,"szirmay antal utca 39, Miskolc"
2165,30456,5,Miskolc,2,2,2,61,167754,tetemvár felsősor,218,0,"tetemvár felsősor 218, Miskolc"
2167,30456,5,Miskolc,2,2,2,61,167754,tizeshonvéd utca,6,0,"tizeshonvéd utca 6, Miskolc"
2168,30456,5,Miskolc,2,2,2,61,167754,torontáli utca,8,2,"torontáli utca 8, Miskolc"
2169,30456,5,Miskolc,2,2,2,61,167754,vörösmarty mihály utca,26,1,"vörösmarty mihály utca 26, Miskolc"
2170,30456,5,Miskolc,2,2,2,61,167754,zamenhof utca,7,0,"zamenhof utca 7, Miskolc"
2171,30456,5,Miskolc,2,2,2,61,167754,zenta utca,8,0,"zenta utca 8, Miskolc"
2172,23959,2,Mohács,3,2,3,27,17808,bárány utca,20,1,"bárány utca 20, Mohács"
2174,23959,2,Mohács,3,2,3,27,17808,kossuth lajos utca,8/A,0,"kossuth lajos utca 8/A, Mohács"
2175,23959,2,Mohács,3,2,3,27,17808,nefelejcs utca,6,0,"nefelejcs utca 6, Mohács"
2176,23959,2,Mohács,3,2,3,27,17808,szent flórián utca,1,0,"szent flórián utca 1, Mohács"
2177,23959,2,Mohács,3,2,3,27,17808,újváros,11,0,"újváros 11, Mohács"
2179,10551,13,Monor,3,2,3,130,17626,czuczor utca,19,1,"czuczor utca 19, Monor"
2180,10551,13,Monor,3,2,3,130,17626,hegyessytanya,1/B,1,"hegyessytanya 1/B, Monor"
2181,10551,13,Monor,3,2,3,130,17626,kapisztrán jános utca,32,0,"kapisztrán jános utca 32, Monor"
2182,10551,13,Monor,3,2,3,130,17626,kinizsi utca,47,1,"kinizsi utca 47, Monor"
2183,10551,13,Monor,3,2,3,130,17626,malomhegy,4,1,"malomhegy 4, Monor"
2184,18485,7,Mór,3,2,3,82,14272,alkotmány utca,8,2,"alkotmány utca 8, Mór"
2185,18485,7,Mór,3,2,3,82,14272,józsef attila utca,42,1,"józsef attila utca 42, Mór"
2186,18485,7,Mór,3,2,3,82,14272,kert utca,4,0,"kert utca 4, Mór"
2187,18485,7,Mór,3,2,3,82,14272,kodály zoltán utca,16,1,"kodály zoltán utca 16, Mór"
2188,18485,7,Mór,3,2,3,82,14272,szent borbála utca,7,1,"szent borbála utca 7, Mór"
2190,4783,8,Mosonmagyaróvár,3,2,3,89,32004,ferenczy károly utca,22,1,"ferenczy károly utca 22, Mosonmagyaróvár"
2191,4783,8,Mosonmagyaróvár,3,2,3,89,32004,flesch károly utca,3,0,"flesch károly utca 3, Mosonmagyaróvár"
2192,4783,8,Mosonmagyaróvár,3,2,3,89,32004,kormos istván lakótelep,1,1,"kormos istván lakótelep 1, Mosonmagyaróvár"
2193,4783,8,Mosonmagyaróvár,3,2,3,89,32004,kölcsey ferenc utca,12,1,"kölcsey ferenc utca 12, Mosonmagyaróvár"
2195,4783,8,Mosonmagyaróvár,3,2,3,89,32004,móra ferenc lakótelep,22,1,"móra ferenc lakótelep 22, Mosonmagyaróvár"
2196,4783,8,Mosonmagyaróvár,3,2,3,89,32004,oroszvári utca,42,0,"oroszvári utca 42, Mosonmagyaróvár"
2198,4783,8,Mosonmagyaróvár,3,2,3,89,32004,tűzliliom utca,7,1,"tűzliliom utca 7, Mosonmagyaróvár"
2199,4783,8,Mosonmagyaróvár,3,2,3,89,32004,tűzliliom utca,75,2,"tűzliliom utca 75, Mosonmagyaróvár"
2200,28149,8,Mosonszolnok,4,3,7,89,1644,akácfa utca,1,1,"akácfa utca 1, Mosonszolnok"
2201,28149,8,Mosonszolnok,4,3,7,89,1644,arany jános utca,1,1,"arany jános utca 1, Mosonszolnok"
2202,28149,8,Mosonszolnok,4,3,7,89,1644,fő utca,49,1,"fő utca 49, Mosonszolnok"
2203,28149,8,Mosonszolnok,4,3,7,89,1644,fő utca,65,1,"fő utca 65, Mosonszolnok"
2204,28149,8,Mosonszolnok,4,3,7,89,1644,fő utca,96,0,"fő utca 96, Mosonszolnok"
2205,28149,8,Mosonszolnok,4,3,7,89,1644,fő utca,119,0,"fő utca 119, Mosonszolnok"
2206,28149,8,Mosonszolnok,4,3,7,89,1644,jókai utca,37,0,"jókai utca 37, Mosonszolnok"
2207,28149,8,Mosonszolnok,4,3,7,89,1644,kossuth lajos utca,20,0,"kossuth lajos utca 20, Mosonszolnok"
2208,28149,8,Mosonszolnok,4,3,7,89,1644,petőfi utca,1,1,"petőfi utca 1, Mosonszolnok"
2209,28149,8,Mosonszolnok,4,3,7,89,1644,petőfi utca,2,1,"petőfi utca 2, Mosonszolnok"
2210,28149,8,Mosonszolnok,4,3,7,89,1644,posta utca,3,0,"posta utca 3, Mosonszolnok"
2211,28149,8,Mosonszolnok,4,3,7,89,1644,rákóczi utca,21,1,"rákóczi utca 21, Mosonszolnok"
2212,28149,8,Mosonszolnok,4,3,7,89,1644,sport utca,6/A,0,"sport utca 6/A, Mosonszolnok"
2214,17941,14,Nagyatád,3,2,3,145,11032,damjanich utca,16/A,2,"damjanich utca 16/A, Nagyatád"
2215,17941,14,Nagyatád,3,2,3,145,11032,kolozsvári utca,49,2,"kolozsvári utca 49, Nagyatád"
2216,17941,14,Nagyatád,3,2,3,145,11032,rákóczi utca,106,1,"rákóczi utca 106, Nagyatád"
2217,17941,14,Nagyatád,3,2,3,145,11032,szigetvári utca,22,1,"szigetvári utca 22, Nagyatád"
2218,30933,20,Nagykanizsa,2,2,3,196,49026,alkotmány út,2/E,0,"alkotmány út 2/E, Nagykanizsa"
2219,30933,20,Nagykanizsa,2,2,3,196,49026,bajcsy-zsilinszky út,119,1,"bajcsy-zsilinszky út 119, Nagykanizsa"
2221,30933,20,Nagykanizsa,2,2,3,196,49026,csengery út,117/11,1,"csengery út 117/11, Nagykanizsa"
2222,30933,20,Nagykanizsa,2,2,3,196,49026,csengery út,117/18,1,"csengery út 117/18, Nagykanizsa"
2223,30933,20,Nagykanizsa,2,2,3,196,49026,fő út,18-20,0,"fő út 18-20, Nagykanizsa"
2225,30933,20,Nagykanizsa,2,2,3,196,49026,katona józsef utca,7,2,"katona józsef utca 7, Nagykanizsa"
2226,30933,20,Nagykanizsa,2,2,3,196,49026,kazanlak körút,9,1,"kazanlak körút 9, Nagykanizsa"
2227,30933,20,Nagykanizsa,2,2,3,196,49026,munkás utca,5,0,"munkás utca 5, Nagykanizsa"
2228,30933,20,Nagykanizsa,2,2,3,196,49026,munkás utca,7,2,"munkás utca 7, Nagykanizsa"
2230,30933,20,Nagykanizsa,2,2,3,196,49026,szekeres józsef utca,13,2,"szekeres józsef utca 13, Nagykanizsa"
2232,30933,20,Nagykanizsa,2,2,3,196,49026,teleki utca,3,2,"teleki utca 3, Nagykanizsa"
2234,30933,20,Nagykanizsa,2,2,3,196,49026,városkapu körút,6,1,"városkapu körút 6, Nagykanizsa"
2235,13435,13,Nagykáta,3,2,3,131,12467,árpád köz,01.ápr,1,"árpád köz 01.ápr, Nagykáta"
2236,13435,13,Nagykáta,3,2,3,131,12467,bornemissza gergely utca,4,2,"bornemissza gergely utca 4, Nagykáta"
2237,13435,13,Nagykáta,3,2,3,131,12467,kövidinka utca,46,1,"kövidinka utca 46, Nagykáta"
2238,13435,13,Nagykáta,3,2,3,131,12467,lehel tér,1,2,"lehel tér 1, Nagykáta"
2239,19716,13,Nagykőrös,3,2,3,132,24134,árboz utca,9,2,"árboz utca 9, Nagykőrös"
2241,19716,13,Nagykőrös,3,2,3,132,24134,ceglédi út,17/B,0,"ceglédi út 17/B, Nagykőrös"
2243,19716,13,Nagykőrös,3,2,3,132,24134,kossuth lajos út,28,0,"kossuth lajos út 28, Nagykőrös"
2245,19716,13,Nagykőrös,3,2,3,132,24134,szultán utca,3,1,"szultán utca 3, Nagykőrös"
2246,19716,13,Nagykőrös,3,2,3,132,24134,tázerdő dűlő,39/C,2,"tázerdő dűlő 39/C, Nagykőrös"
2247,31732,13,Nagymaros,3,2,3,137,4679,arany jános utca,16,0,"arany jános utca 16, Nagymaros"
2252,31732,13,Nagymaros,3,2,3,137,4679,fehérhegy utca,82,1,"fehérhegy utca 82, Nagymaros"
2255,31732,13,Nagymaros,3,2,3,137,4679,kassák lajos utca,13,0,"kassák lajos utca 13, Nagymaros"
2256,31732,13,Nagymaros,3,2,3,137,4679,katica sétány,010387/0005,0,"katica sétány 010387/0005, Nagymaros"
2257,31732,13,Nagymaros,3,2,3,137,4679,kittenberger kálmán utca,40,1,"kittenberger kálmán utca 40, Nagymaros"
2258,31732,13,Nagymaros,3,2,3,137,4679,kossuth sor,7,0,"kossuth sor 7, Nagymaros"
2259,31732,13,Nagymaros,3,2,3,137,4679,nimród utca,1,0,"nimród utca 1, Nagymaros"
2260,31732,13,Nagymaros,3,2,3,137,4679,pince utca,14,1,"pince utca 14, Nagymaros"
2261,27076,11,Nagysáp,4,3,7,110,1487,ady endre utca,7,0,"ady endre utca 7, Nagysáp"
2263,27076,11,Nagysáp,4,3,7,110,1487,bajcsy-zsilinszky utca,02.jan,2,"bajcsy-zsilinszky utca 02.jan, Nagysáp"
2264,27076,11,Nagysáp,4,3,7,110,1487,damjanich jános utca,17,2,"damjanich jános utca 17, Nagysáp"
2267,27076,11,Nagysáp,4,3,7,110,1487,damjanich jános utca,22/B,0,"damjanich jános utca 22/B, Nagysáp"
2268,27076,11,Nagysáp,4,3,7,110,1487,dózsa györgy út,3,0,"dózsa györgy út 3, Nagysáp"
2270,27076,11,Nagysáp,4,3,7,110,1487,dózsa györgy út,39,0,"dózsa györgy út 39, Nagysáp"
2272,27076,11,Nagysáp,4,3,7,110,1487,granárium domb,1,0,"granárium domb 1, Nagysáp"
2273,27076,11,Nagysáp,4,3,7,110,1487,kossuth lajos utca,9,2,"kossuth lajos utca 9, Nagysáp"
2274,27076,11,Nagysáp,4,3,7,110,1487,kossuth lajos utca,38,2,"kossuth lajos utca 38, Nagysáp"
2275,2042,18,Narda,4,3,8,181,469,határ utca,5,1,"határ utca 5, Narda"
2276,2042,18,Narda,4,3,8,181,469,határ utca,11,1,"határ utca 11, Narda"
2278,2042,18,Narda,4,3,8,181,469,határ utca,36,2,"határ utca 36, Narda"
2279,2042,18,Narda,4,3,8,181,469,kossuth utca,6,1,"kossuth utca 6, Narda"
2280,2042,18,Narda,4,3,8,181,469,kossuth utca,11,2,"kossuth utca 11, Narda"
2281,2042,18,Narda,4,3,8,181,469,kossuth utca,13,1,"kossuth utca 13, Narda"
2282,2042,18,Narda,4,3,8,181,469,kossuth utca,18,1,"kossuth utca 18, Narda"
2283,2042,18,Narda,4,3,8,181,469,kossuth utca,40,2,"kossuth utca 40, Narda"
2284,2042,18,Narda,4,3,8,181,469,kossuth utca,41,1,"kossuth utca 41, Narda"
2285,2042,18,Narda,4,3,8,181,469,kossuth utca,72,2,"kossuth utca 72, Narda"
2286,2042,18,Narda,4,3,8,181,469,kossuth utca,79,2,"kossuth utca 79, Narda"
2287,2042,18,Narda,4,3,8,181,469,kossuth utca,89,0,"kossuth utca 89, Narda"
2289,31556,18,Nemesmedves,4,3,8,180,17,fő utca,1,0,"fő utca 1, Nemesmedves"
2290,31556,18,Nemesmedves,4,3,8,180,17,fő utca,3,1,"fő utca 3, Nemesmedves"
2291,31556,18,Nemesmedves,4,3,8,180,17,fő utca,7,0,"fő utca 7, Nemesmedves"
2292,31556,18,Nemesmedves,4,3,8,180,17,fő utca,8,1,"fő utca 8, Nemesmedves"
2293,31556,18,Nemesmedves,4,3,8,180,17,fő utca,12/B,1,"fő utca 12/B, Nemesmedves"
2294,31556,18,Nemesmedves,4,3,8,180,17,fő utca,13,2,"fő utca 13, Nemesmedves"
2295,31556,18,Nemesmedves,4,3,8,180,17,fő utca,13/B,2,"fő utca 13/B, Nemesmedves"
2296,31556,18,Nemesmedves,4,3,8,180,17,fő utca,15,1,"fő utca 15, Nemesmedves"
2297,31556,18,Nemesmedves,4,3,8,180,17,fő utca,17,2,"fő utca 17, Nemesmedves"
2298,14845,15,Nyírbátor,3,2,3,156,12719,damjanich utca,24,0,"damjanich utca 24, Nyírbátor"
2299,14845,15,Nyírbátor,3,2,3,156,12719,kenyérmező utca,4,1,"kenyérmező utca 4, Nyírbátor"
2300,14845,15,Nyírbátor,3,2,3,156,12719,krúdy gyula utca,11,0,"krúdy gyula utca 11, Nyírbátor"
2301,14845,15,Nyírbátor,3,2,3,156,12719,sport utca,9,0,"sport utca 9, Nyírbátor"
2302,17206,15,Nyíregyháza,2,2,2,157,119746,árok utca,16,1,"árok utca 16, Nyíregyháza"
2303,17206,15,Nyíregyháza,2,2,2,157,119746,árpád utca,28,1,"árpád utca 28, Nyíregyháza"
2304,17206,15,Nyíregyháza,2,2,2,157,119746,báthori utca,9,0,"báthori utca 9, Nyíregyháza"
2305,17206,15,Nyíregyháza,2,2,2,157,119746,bodrogi utca,72,1,"bodrogi utca 72, Nyíregyháza"
2307,17206,15,Nyíregyháza,2,2,2,157,119746,dália utca,7,0,"dália utca 7, Nyíregyháza"
2308,17206,15,Nyíregyháza,2,2,2,157,119746,fazekas jános tér,3,0,"fazekas jános tér 3, Nyíregyháza"
2309,17206,15,Nyíregyháza,2,2,2,157,119746,fazekas jános tér,5,0,"fazekas jános tér 5, Nyíregyháza"
2311,17206,15,Nyíregyháza,2,2,2,157,119746,hősök tere,15,1,"hősök tere 15, Nyíregyháza"
2312,17206,15,Nyíregyháza,2,2,2,157,119746,huszársor,5,0,"huszársor 5, Nyíregyháza"
2313,17206,15,Nyíregyháza,2,2,2,157,119746,kabay jános utca,43,0,"kabay jános utca 43, Nyíregyháza"
2314,17206,15,Nyíregyháza,2,2,2,157,119746,kardvirág utca,6,1,"kardvirág utca 6, Nyíregyháza"
2316,17206,15,Nyíregyháza,2,2,2,157,119746,korányi frigyes utca,48,0,"korányi frigyes utca 48, Nyíregyháza"
2317,17206,15,Nyíregyháza,2,2,2,157,119746,közép utca,30,0,"közép utca 30, Nyíregyháza"
2318,17206,15,Nyíregyháza,2,2,2,157,119746,legyező utca,6/B,0,"legyező utca 6/B, Nyíregyháza"
2320,17206,15,Nyíregyháza,2,2,2,157,119746,madách imre utca,15/A,1,"madách imre utca 15/A, Nyíregyháza"
2321,17206,15,Nyíregyháza,2,2,2,157,119746,május 1. tér,13,0,"május 1. tér 13, Nyíregyháza"
2323,17206,15,Nyíregyháza,2,2,2,157,119746,móricz zsigmond utca,25,1,"móricz zsigmond utca 25, Nyíregyháza"
2324,17206,15,Nyíregyháza,2,2,2,157,119746,munkás utca,11,0,"munkás utca 11, Nyíregyháza"
2325,17206,15,Nyíregyháza,2,2,2,157,119746,nyírség utca,51,1,"nyírség utca 51, Nyíregyháza"
2326,17206,15,Nyíregyháza,2,2,2,157,119746,pihenő utca,11,0,"pihenő utca 11, Nyíregyháza"
2329,17206,15,Nyíregyháza,2,2,2,157,119746,rövid utca,18,1,"rövid utca 18, Nyíregyháza"
2330,17206,15,Nyíregyháza,2,2,2,157,119746,semmelweis utca,16,0,"semmelweis utca 16, Nyíregyháza"
2332,17206,15,Nyíregyháza,2,2,2,157,119746,szalag utca,7,0,"szalag utca 7, Nyíregyháza"
2333,17206,15,Nyíregyháza,2,2,2,157,119746,szalag utca,17,0,"szalag utca 17, Nyíregyháza"
2335,17206,15,Nyíregyháza,2,2,2,157,119746,szent istván utca,63,0,"szent istván utca 63, Nyíregyháza"
2336,17206,15,Nyíregyháza,2,2,2,157,119746,szíjgyártó utca,48,1,"szíjgyártó utca 48, Nyíregyháza"
2337,17206,15,Nyíregyháza,2,2,2,157,119746,szív utca,1/B,0,"szív utca 1/B, Nyíregyháza"
2338,17206,15,Nyíregyháza,2,2,2,157,119746,törzs utca,104,0,"törzs utca 104, Nyíregyháza"
2339,17206,15,Nyíregyháza,2,2,2,157,119746,ungvár sétány,1,0,"ungvár sétány 1, Nyíregyháza"
2340,17206,15,Nyíregyháza,2,2,2,157,119746,vasút utca,52,0,"vasút utca 52, Nyíregyháza"
2341,17206,15,Nyíregyháza,2,2,2,157,119746,vasvári pál utca,72,0,"vasvári pál utca 72, Nyíregyháza"
2342,17206,15,Nyíregyháza,2,2,2,157,119746,4-es huszárok útja,3,0,"4-es huszárok útja 3, Nyíregyháza"
2345,9238,15,Nyírgyulaj,4,3,6,156,2003,bajcsy-zsilinszky utca,65,2,"bajcsy-zsilinszky utca 65, Nyírgyulaj"
