id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address,lon,lat
2503,4057,13,Pécel,3,2,3,128,15168,maglódi út,48/A,2,"maglódi út 48/A, Pécel",19.343390026755344,47.480189999323414
2504,4057,13,Pécel,3,2,3,128,15168,rákos utca,27,1,"rákos utca 27, Pécel",19.338050000061315,47.490590013326425
2505,4057,13,Pécel,3,2,3,128,15168,újtelep,384/126,1,"újtelep 384/126, Pécel",19.354683405938435,47.49968611816382
2506,19415,2,Pécs,2,2,2,28,156049,aidinger jános út,17,1,"aidinger jános út 17, Pécs",18.227800036886606,46.04283002020924
2507,19415,2,Pécs,2,2,2,28,156049,aidinger jános út,32,2,"aidinger jános út 32, Pécs",18.227239958116428,46.04098998291465
2509,19415,2,Pécs,2,2,2,28,156049,alsó utca,8,2,"alsó utca 8, Pécs",18.21603000080958,46.02867998463506
2510,19415,2,Pécs,2,2,2,28,156049,anikó utca,6,0,"anikó utca 6, Pécs",18.217360041205467,46.044649982845726
2511,19415,2,Pécs,2,2,2,28,156049,apafi utca,36,2,"apafi utca 36, Pécs",18.265569982242567,46.09680000510849
2512,19415,2,Pécs,2,2,2,28,156049,bálicsi út,27.jan,1,"bálicsi út 27.jan, Pécs",18.20752002215363,46.084069989660776
2513,19415,2,Pécs,2,2,2,28,156049,bálicsi út,jan.53,1,"bálicsi út jan.53, Pécs",18.203999958096063,46.089280013036586
2514,19415,2,Pécs,2,2,2,28,156049,barbakán tér,5,1,"barbakán tér 5, Pécs",18.2205999820589,46.07856001987986
2515,19415,2,Pécs,2,2,2,28,156049,bártfa utca,21,2,"bártfa utca 21, Pécs",18.247949964482302,46.0892500058232
2517,19415,2,Pécs,2,2,2,28,156049,csorba győző utca,4,2,"csorba győző utca 4, Pécs",18.21773001841163,46.041540003401025
2518,19415,2,Pécs,2,2,2,28,156049,donátusi út,jan.75,0,"donátusi út jan.75, Pécs",18.19909998131874,46.0873499960114
2519,19415,2,Pécs,2,2,2,28,156049,édesanyák útja,6,1,"édesanyák útja 6, Pécs",18.209260021433835,46.077769983596056
2523,19415,2,Pécs,2,2,2,28,156049,földműves utca,13,2,"földműves utca 13, Pécs",18.30748382370143,46.13130210591139
2526,19415,2,Pécs,2,2,2,28,156049,illyés gyula út,54,2,"illyés gyula út 54, Pécs",18.22235003962291,46.0289000095934
2527,19415,2,Pécs,2,2,2,28,156049,irgalmasok utcája,2,1,"irgalmasok utcája 2, Pécs",18.228419962445457,46.0750599885709
2528,19415,2,Pécs,2,2,2,28,156049,istván-akna,24,0,"istván-akna 24, Pécs",18.283540028279447,46.122899994311354
2529,19415,2,Pécs,2,2,2,28,156049,jakabhegyi út,73,1,"jakabhegyi út 73, Pécs",18.191519974820096,46.08006000336263
2530,19415,2,Pécs,2,2,2,28,156049,józsef attila utca,14,0,"józsef attila utca 14, Pécs",18.219430036013676,46.07118998005575
2531,19415,2,Pécs,2,2,2,28,156049,károly tér,3,2,"károly tér 3, Pécs",18.248610039357374,46.11769001284506
2532,19415,2,Pécs,2,2,2,28,156049,kis-réti út,9,1,"kis-réti út 9, Pécs",18.214670037019374,46.0319299837723
2533,19415,2,Pécs,2,2,2,28,156049,kiss ernő utca,39,1,"kiss ernő utca 39, Pécs",18.24773999780777,46.08153999600631
2534,19415,2,Pécs,2,2,2,28,156049,kodolányi jános utca,1,1,"kodolányi jános utca 1, Pécs",18.226439989277367,46.04208000751308
2535,19415,2,Pécs,2,2,2,28,156049,kodolányi jános utca,1,2,"kodolányi jános utca 1, Pécs",18.226439989277367,46.04208000751308
2536,19415,2,Pécs,2,2,2,28,156049,komlói út,1,1,"komlói út 1, Pécs",18.27012998902711,46.086160017217594
2537,19415,2,Pécs,2,2,2,28,156049,komlói út,65,1,"komlói út 65, Pécs",18.26609996998036,46.098820001864254
2538,19415,2,Pécs,2,2,2,28,156049,legény utca,3,1,"legény utca 3, Pécs",18.328009964119644,46.13043000275755
2539,19415,2,Pécs,2,2,2,28,156049,madách imre utca,9,2,"madách imre utca 9, Pécs",18.214350015956143,46.073319989290695
2541,19415,2,Pécs,2,2,2,28,156049,maléter pál út,98,2,"maléter pál út 98, Pécs",18.224530005000787,46.042870001887366
2543,19415,2,Pécs,2,2,2,28,156049,nagyszkókó köz,2/A,1,"nagyszkókó köz 2/A, Pécs",18.209260021433835,46.08946001440728
2545,19415,2,Pécs,2,2,2,28,156049,rácvárosi út,17,1,"rácvárosi út 17, Pécs",18.185439993713715,46.06712999570516
2546,19415,2,Pécs,2,2,2,28,156049,rózsa-völgyi út,18,1,"rózsa-völgyi út 18, Pécs",18.179339979858753,46.101119996095605
2547,19415,2,Pécs,2,2,2,28,156049,selmecz utca,07.jún,2,"selmecz utca 07.jún, Pécs",18.251099967514676,46.10937001002458
2548,19415,2,Pécs,2,2,2,28,156049,sirály utca,8/A,0,"sirály utca 8/A, Pécs",18.18736003627413,46.07942000314566
2550,19415,2,Pécs,2,2,2,28,156049,szeptember 6. tér,4,1,"szeptember 6. tér 4, Pécs",18.267820020330987,46.098379993857066
2552,19415,2,Pécs,2,2,2,28,156049,szőlő utca,ápr.65,1,"szőlő utca ápr.65, Pécs",18.22949997066962,46.085789998101916
2553,19415,2,Pécs,2,2,2,28,156049,táncsics mihály utca,44,2,"táncsics mihály utca 44, Pécs",18.22774002245987,46.05524998905847
2554,19415,2,Pécs,2,2,2,28,156049,tiborc utca,2,1,"tiborc utca 2, Pécs",18.20401999084467,46.07315000429429
2555,19415,2,Pécs,2,2,2,28,156049,tildy zoltán utca,10,1,"tildy zoltán utca 10, Pécs",18.22667996316528,46.035309986227816
2556,19415,2,Pécs,2,2,2,28,156049,tildy zoltán utca,39,2,"tildy zoltán utca 39, Pécs",18.223540018416713,46.03535000981546
2559,19415,2,Pécs,2,2,2,28,156049,viktória utca,9,2,"viktória utca 9, Pécs",18.22125997311494,46.04470999727246
2560,19415,2,Pécs,2,2,2,28,156049,zerge utca,23,0,"zerge utca 23, Pécs",18.24018999852248,46.083559992762076
2561,9821,13,Pilis,3,2,3,130,11568,madách utca,23,0,"madách utca 23, Pilis",19.52867995925652,47.27880999784861
2562,9821,13,Pilis,3,2,3,130,11568,munkácsy mihály utca,20/B,0,"munkácsy mihály utca 20/B, Pilis",19.548710025636808,47.2952000132274
2563,9821,13,Pilis,3,2,3,130,11568,pándi út,50,1,"pándi út 50, Pilis",19.56243002766857,47.29113001250249
2564,9821,13,Pilis,3,2,3,130,11568,szabadkai szőlő,4591,1,"szabadkai szőlő 4591, Pilis",19.52085238075279,47.28464371921152
2565,14340,13,Pilisvörösvár,3,2,3,133,13667,hunyadi utca,44,0,"hunyadi utca 44, Pilisvörösvár",18.893850035450356,47.631759996354475
2566,14340,13,Pilisvörösvár,3,2,3,133,13667,klapka utca,68,1,"klapka utca 68, Pilisvörösvár",18.907970021901633,47.61004998703024
2567,14340,13,Pilisvörösvár,3,2,3,133,13667,mátyás király utca,5,1,"mátyás király utca 5, Pilisvörösvár",18.911599972709837,47.61175997909706
2568,14340,13,Pilisvörösvár,3,2,3,133,13667,postakert utca,25,0,"postakert utca 25, Pilisvörösvár",18.910070023923225,47.6255000138774
2570,6372,13,Pomáz,3,2,3,135,16622,katona józsef utca,5,0,"katona józsef utca 5, Pomáz",19.025130001374123,47.633899980054196
2571,6372,13,Pomáz,3,2,3,135,16622,kubinyi kálmán utca,13/A,0,"kubinyi kálmán utca 13/A, Pomáz",19.032029984068146,47.64357001410963
2575,10162,9,Püspökladány,3,2,3,102,14895,attila utca,39,2,"attila utca 39, Püspökladány",21.10205002180396,47.318629989083206
2576,10162,9,Püspökladány,3,2,3,102,14895,dózsa utca,43,2,"dózsa utca 43, Püspökladány",21.11710000000005,47.31810000000007
2581,4792,8,Rábacsanak,4,3,8,86,478,batthyány utca,10,0,"batthyány utca 10, Rábacsanak",17.30158003852776,47.527609987895744
2582,4792,8,Rábacsanak,4,3,8,86,478,batthyány utca,11,1,"batthyány utca 11, Rábacsanak",17.301839961345223,47.52658001963354
2583,4792,8,Rábacsanak,4,3,8,86,478,deák ferenc utca,3,0,"deák ferenc utca 3, Rábacsanak",17.27926003619993,47.523919980751316
2584,4792,8,Rábacsanak,4,3,8,86,478,deák ferenc utca,8/B,1,"deák ferenc utca 8/B, Rábacsanak",17.279209996237995,47.523389993013524
2586,4792,8,Rábacsanak,4,3,8,86,478,hunyadi utca,13,2,"hunyadi utca 13, Rábacsanak",17.295569962493886,47.526669999364145
2587,4792,8,Rábacsanak,4,3,8,86,478,hunyadi utca,32,1,"hunyadi utca 32, Rábacsanak",17.292929998269727,47.527260001528674
2589,4792,8,Rábacsanak,4,3,8,86,478,hunyadi utca,91,1,"hunyadi utca 91, Rábacsanak",17.284690000715045,47.52448001761198
2590,4792,8,Rábacsanak,4,3,8,86,478,hunyadi utca,102,1,"hunyadi utca 102, Rábacsanak",17.287870010960773,47.52530999366442
2592,4792,8,Rábacsanak,4,3,8,86,478,hunyadi utca,132,1,"hunyadi utca 132, Rábacsanak",17.284650019036917,47.524749998713276
2593,4792,8,Rábacsanak,4,3,8,86,478,hunyadi utca,134,1,"hunyadi utca 134, Rábacsanak",17.28440996132997,47.52478000592663
2594,9900,7,Rácalmás,3,2,6,78,4419,akácfa utca,3,0,"akácfa utca 3, Rácalmás",18.917729993778153,47.0292900023187
2595,9900,7,Rácalmás,3,2,6,78,4419,bajcsy-zsilinszky utca,36,1,"bajcsy-zsilinszky utca 36, Rácalmás",18.94782002034961,47.01571999444428
2598,9900,7,Rácalmás,3,2,6,78,4419,jégmadár utca,6547,0,"jégmadár utca 6547, Rácalmás",18.943774189265593,47.00990565260141
2599,9900,7,Rácalmás,3,2,6,78,4419,jókai köz,6,2,"jókai köz 6, Rácalmás",18.9378599724443,47.02871999099327
2600,9900,7,Rácalmás,3,2,6,78,4419,józsef attila utca,36,0,"józsef attila utca 36, Rácalmás",18.92710003951896,47.025300006859624
2601,9900,7,Rácalmás,3,2,6,78,4419,kiss ernő utca,79,0,"kiss ernő utca 79, Rácalmás",18.94802998702417,47.018500020270466
2603,9900,7,Rácalmás,3,2,6,78,4419,kulcsi út,29,2,"kulcsi út 29, Rácalmás",18.937190006923487,47.03009001306728
2604,9900,7,Rácalmás,3,2,6,78,4419,martinász utca,72,2,"martinász utca 72, Rácalmás",18.924239966517433,47.01988001680928
2605,9900,7,Rácalmás,3,2,6,78,4419,mester utca,3,2,"mester utca 3, Rácalmás",18.932369993502448,47.01870998694503
2606,9900,7,Rácalmás,3,2,6,78,4419,nap utca,18,2,"nap utca 18, Rácalmás",18.93793000000005,47.02717000000007
2607,9900,7,Rácalmás,3,2,6,78,4419,nyárfasor,10,1,"nyárfasor 10, Rácalmás",18.928569973878837,47.02397998283803
2609,17260,13,Ráckeve,3,2,3,134,9755,báthory istván utca,6,0,"báthory istván utca 6, Ráckeve",18.93808997186744,47.16109999788975
2610,17260,13,Ráckeve,3,2,3,134,9755,bercsényi utca,54,1,"bercsényi utca 54, Ráckeve",18.93731003577696,47.14819999744566
2611,17260,13,Ráckeve,3,2,3,134,9755,dankó utca,10,1,"dankó utca 10, Ráckeve",18.933210027838697,47.148180006606594
2613,17260,13,Ráckeve,3,2,3,134,9755,hunor köz,1,1,"hunor köz 1, Ráckeve",18.934890012692136,47.1613999862044
2614,17260,13,Ráckeve,3,2,3,134,9755,juharfa utca,14,2,"juharfa utca 14, Ráckeve",18.963259988912966,47.141450008908976
2617,17260,13,Ráckeve,3,2,3,134,9755,mátyás tér,10,2,"mátyás tér 10, Ráckeve",18.938279989612425,47.15980998108154
2618,17260,13,Ráckeve,3,2,3,134,9755,peregi dunasor,100,1,"peregi dunasor 100, Ráckeve",18.95143999669301,47.17096998224545
2619,17260,13,Ráckeve,3,2,3,134,9755,rezeda utca,11,0,"rezeda utca 11, Ráckeve",18.95905998486981,47.15190999542918
2620,17260,13,Ráckeve,3,2,3,134,9755,selyem utca,18,1,"selyem utca 18, Ráckeve",18.9384000184659,47.175830019254164
2621,17260,13,Ráckeve,3,2,3,134,9755,szitakötő utca,2,0,"szitakötő utca 2, Ráckeve",18.950970023381984,47.164629994502576
2622,14739,15,Rakamaz,3,2,3,157,4555,ady endre út,1/B,2,"ady endre út 1/B, Rakamaz",21.459829966286122,48.12672001222461
2623,14739,15,Rakamaz,3,2,3,157,4555,ady endre út,31,2,"ady endre út 31, Rakamaz",21.46618998677758,48.125880019797876
2625,14739,15,Rakamaz,3,2,3,157,4555,arany jános út,34,2,"arany jános út 34, Rakamaz",21.47970002213478,48.117630005868904
2627,14739,15,Rakamaz,3,2,3,157,4555,bocskai út,65,1,"bocskai út 65, Rakamaz",21.47652001188905,48.12583999621023
2628,14739,15,Rakamaz,3,2,3,157,4555,bocskai út,112,1,"bocskai út 112, Rakamaz",21.479830025453055,48.125709992891984
2629,14739,15,Rakamaz,3,2,3,157,4555,dózsa györgy út,25,2,"dózsa györgy út 25, Rakamaz",21.480100006554323,48.120990017485326
2630,14739,15,Rakamaz,3,2,3,157,4555,dózsa györgy út,41,0,"dózsa györgy út 41, Rakamaz",21.482249964718818,48.12199002044369
2631,14739,15,Rakamaz,3,2,3,157,4555,dózsa györgy út,164,0,"dózsa györgy út 164, Rakamaz",21.488200026325984,48.12580998899685
2632,14739,15,Rakamaz,3,2,3,157,4555,kossuth út,26,2,"kossuth út 26, Rakamaz",21.45853001692265,48.12805001071098
2633,14739,15,Rakamaz,3,2,3,157,4555,körte út,9,0,"körte út 9, Rakamaz",21.47513004088549,48.12580998899685
2635,14739,15,Rakamaz,3,2,3,157,4555,nefelejcs út,25,2,"nefelejcs út 25, Rakamaz",21.475590039731742,48.12754001381228
2636,26310,3,Rém,4,3,7,36,1320,arany jános utca,5,1,"arany jános utca 5, Rém",19.141699978682084,46.24270999629178
2637,26310,3,Rém,4,3,7,36,1320,arany jános utca,8,1,"arany jános utca 8, Rém",19.1417800258574,46.243050008194075
2638,26310,3,Rém,4,3,7,36,1320,arany jános utca,18,2,"arany jános utca 18, Rém",19.14091995877257,46.243720015624405
2639,26310,3,Rém,4,3,7,36,1320,arany jános utca,24,1,"arany jános utca 24, Rém",19.14041997824816,46.24412000004395
2640,26310,3,Rém,4,3,7,36,1320,bajai utca,9,2,"bajai utca 9, Rém",19.148710015764777,46.24638998706192
2641,26310,3,Rém,4,3,7,36,1320,dózsa györgy utca,19,1,"dózsa györgy utca 19, Rém",19.143309974644012,46.24986001115752
2643,26310,3,Rém,4,3,7,36,1320,dózsa györgy utca,51,2,"dózsa györgy utca 51, Rém",19.146889969309285,46.24702001281409
2644,26310,3,Rém,4,3,7,36,1320,dózsa györgy utca,53,1,"dózsa györgy utca 53, Rém",19.147109994267623,46.24684998590817
2645,26310,3,Rém,4,3,7,36,1320,dózsa györgy utca,56,0,"dózsa györgy utca 56, Rém",19.147679963683572,46.24597001180331
2646,26310,3,Rém,4,3,7,36,1320,koplaló tanya,71,1,"koplaló tanya 71, Rém",19.13200284562664,46.25505731261345
2648,26310,3,Rém,4,3,7,36,1320,kossuth utca,34/B,1,"kossuth utca 34/B, Rém",19.142270031917036,46.25007001974157
2649,26310,3,Rém,4,3,7,36,1320,május 1. utca,2,1,"május 1. utca 2, Rém",19.145929989938594,46.24308998987223
2650,34315,13,Remeteszőlős,4,3,8,123,779,amúr utca,7,2,"amúr utca 7, Remeteszőlős",18.92514001528039,47.55975001843635
2651,34315,13,Remeteszőlős,4,3,8,123,779,banka utca,3,2,"banka utca 3, Remeteszőlős",18.9120800043047,47.56875000315193
2653,34315,13,Remeteszőlős,4,3,8,123,779,cinke utca,1,1,"cinke utca 1, Remeteszőlős",18.917599990459905,47.56302998287745
2654,34315,13,Remeteszőlős,4,3,8,123,779,csik utca,9,0,"csik utca 9, Remeteszőlős",18.92133999565678,47.56146998496794
2656,34315,13,Remeteszőlős,4,3,8,123,779,csik utca,18,0,"csik utca 18, Remeteszőlős",18.922009961177594,47.56166000271293
2657,34315,13,Remeteszőlős,4,3,8,123,779,csillag sétány,2,0,"csillag sétány 2, Remeteszőlős",18.929930021488076,47.55590000076029
2658,34315,13,Remeteszőlős,4,3,8,123,779,galamb utca,4,2,"galamb utca 4, Remeteszőlős",18.91431000964451,47.56642000170723
2659,34315,13,Remeteszőlős,4,3,8,123,779,harcsa utca,11,2,"harcsa utca 11, Remeteszőlős",18.923089969401758,47.56051000559725
2660,34315,13,Remeteszőlős,4,3,8,123,779,nagykovácsi út,1/B,0,"nagykovácsi út 1/B, Remeteszőlős",18.924220017587857,47.55744000783071
2661,34315,13,Remeteszőlős,4,3,8,123,779,nagykovácsi út,1/B,0,"nagykovácsi út 1/B, Remeteszőlős",18.924220017587857,47.55744000783071
2662,34315,13,Remeteszőlős,4,3,8,123,779,patak sétány,1/B,2,"patak sétány 1/B, Remeteszőlős",18.927049999557,47.55706998871503
2663,34315,13,Remeteszőlős,4,3,8,123,779,patak sétány,44,2,"patak sétány 44, Remeteszőlős",18.922280026097923,47.55964998042194
2664,16054,5,Sajószentpéter,3,2,3,58,12012,bányász utca,1,0,"bányász utca 1, Sajószentpéter",20.703929988995156,48.215079981933854
2665,16054,5,Sajószentpéter,3,2,3,58,12012,bükkalja utca,2,0,"bükkalja utca 2, Sajószentpéter",20.706059998230103,48.214890006098386
2666,16054,5,Sajószentpéter,3,2,3,58,12012,semmelweis utca,11,1,"semmelweis utca 11, Sajószentpéter",20.709289964618762,48.22025999809628
2667,16054,5,Sajószentpéter,3,2,3,58,12012,zsigmond király utca,13/A,2,"zsigmond király utca 13/A, Sajószentpéter",20.69686002130473,48.22025999809628
2670,25788,12,Salgótarján,2,2,2,120,37262,füleki út,165,0,"füleki út 165, Salgótarján",19.809340024278185,48.12647999642718
2671,25788,12,Salgótarján,2,2,2,120,37262,haris köz,30,0,"haris köz 30, Salgótarján",19.788010008534428,48.07873998679162
2672,25788,12,Salgótarján,2,2,2,120,37262,kazári út,24,0,"kazári út 24, Salgótarján",19.808929981574863,48.083260011898005
2674,25788,12,Salgótarján,2,2,2,120,37262,medves körút,57,0,"medves körút 57, Salgótarján",19.815759975377347,48.13072999852278
2675,25788,12,Salgótarján,2,2,2,120,37262,meredek utca,3,1,"meredek utca 3, Salgótarján",19.807380000039643,48.10277999756056
2676,25788,12,Salgótarján,2,2,2,120,37262,nyírfácska utca,5,1,"nyírfácska utca 5, Salgótarján",19.780839960920076,48.074719984119156
2678,25788,12,Salgótarján,2,2,2,120,37262,szabó ervin út,1,2,"szabó ervin út 1, Salgótarján",19.78810003017452,48.06852999053362
2679,25788,12,Salgótarján,2,2,2,120,37262,úttörők út,25,0,"úttörők út 25, Salgótarján",19.803128486225877,48.1011402010074
2680,25788,12,Salgótarján,2,2,2,120,37262,ybl miklós út,102,0,"ybl miklós út 102, Salgótarján",19.813979994419014,48.13071998214849
2681,23694,7,Sárbogárd,3,2,3,84,12446,deák ferenc utca,34,2,"deák ferenc utca 34, Sárbogárd",18.622290035068204,46.85160999971052
2682,23694,7,Sárbogárd,3,2,3,84,12446,hatvan-józsef attila utca,60,1,"hatvan-józsef attila utca 60, Sárbogárd",18.537910002534232,46.878190020508214
2683,23694,7,Sárbogárd,3,2,3,84,12446,homoksor,11,2,"homoksor 11, Sárbogárd",18.634510011707675,46.85484000800869
2684,23694,7,Sárbogárd,3,2,3,84,12446,kazinczy ferenc utca,1,1,"kazinczy ferenc utca 1, Sárbogárd",18.636050018778093,46.859429980097076
2686,28565,4,Sarkad,3,2,3,51,10020,somlay utca,21,2,"somlay utca 21, Sarkad",21.39948998643061,46.75026998238184
2687,28565,4,Sarkad,3,2,3,51,10020,temesvári utca,57,2,"temesvári utca 57, Sarkad",21.38556999218909,46.730940014464295
2688,31802,7,Sárkeresztes,4,3,7,85,1518,ady endre utca,1,1,"ady endre utca 1, Sárkeresztes",18.356029995882892,47.25287999364215
2689,31802,7,Sárkeresztes,4,3,7,85,1518,akácos út,8,0,"akácos út 8, Sárkeresztes",18.35511997265513,47.24895001260981
2690,31802,7,Sárkeresztes,4,3,7,85,1518,arany jános utca,23,1,"arany jános utca 23, Sárkeresztes",18.353330017232025,47.25423999934188
2691,31802,7,Sárkeresztes,4,3,7,85,1518,bem utca,23,2,"bem utca 23, Sárkeresztes",18.35839000454098,47.24650999868592
2692,31802,7,Sárkeresztes,4,3,7,85,1518,jókai utca,17,0,"jókai utca 17, Sárkeresztes",18.353690019973413,47.25189998152288
2693,31802,7,Sárkeresztes,4,3,7,85,1518,jókai utca,56,1,"jókai utca 56, Sárkeresztes",18.35871002560421,47.25489001593314
2694,31802,7,Sárkeresztes,4,3,7,85,1518,józsef utca,5/A,1,"józsef utca 5/A, Sárkeresztes",18.355690025890112,47.254530013191754
2695,31802,7,Sárkeresztes,4,3,7,85,1518,kossuth utca,15,1,"kossuth utca 15, Sárkeresztes",18.349560004821768,47.252009994002066
2696,31802,7,Sárkeresztes,4,3,7,85,1518,kossuth utca,39,2,"kossuth utca 39, Sárkeresztes",18.34752001722694,47.25381998217378
2698,31802,7,Sárkeresztes,4,3,7,85,1518,kossuth utca,56,1,"kossuth utca 56, Sárkeresztes",18.345490004096888,47.25471001456245
2699,31802,7,Sárkeresztes,4,3,7,85,1518,kölcsey utca,9,2,"kölcsey utca 9, Sárkeresztes",18.359409998338407,47.24583001679082
2702,25344,7,Sárkeresztúr,4,3,6,84,2520,ady endre utca,10,2,"ady endre utca 10, Sárkeresztúr",18.549109985376305,47.00777001073945
2704,25344,7,Sárkeresztúr,4,3,6,84,2520,damjanich utca,15,1,"damjanich utca 15, Sárkeresztúr",18.55408003486417,46.99474000697711
2705,25344,7,Sárkeresztúr,4,3,6,84,2520,dózsa györgy út,19/A,2,"dózsa györgy út 19/A, Sárkeresztúr",18.545829979025683,47.009380006701406
2707,25344,7,Sárkeresztúr,4,3,6,84,2520,dózsa györgy út,78,0,"dózsa györgy út 78, Sárkeresztúr",18.551070009614847,47.00316000590249
2708,25344,7,Sárkeresztúr,4,3,6,84,2520,hősök tere,2,2,"hősök tere 2, Sárkeresztúr",18.543919994749103,47.00619999645568
2709,25344,7,Sárkeresztúr,4,3,6,84,2520,józsef attila utca,5,1,"józsef attila utca 5, Sárkeresztúr",18.55037003688065,46.99907998880329
2710,25344,7,Sárkeresztúr,4,3,6,84,2520,madách utca,2,0,"madách utca 2, Sárkeresztúr",18.54966998032745,47.00542001845568
2715,25344,7,Sárkeresztúr,4,3,6,84,2520,rákóczi út,64,1,"rákóczi út 64, Sárkeresztúr",18.535299961704425,47.01302999025816
2717,27474,5,Sárospatak,3,2,3,64,12991,deák ferenc utca,1,2,"deák ferenc utca 1, Sárospatak",21.566599990039407,48.313289987069226
2719,27474,5,Sárospatak,3,2,3,64,12991,lavotta jános utca,3,1,"lavotta jános utca 3, Sárospatak",21.560710026678038,48.317960006332925
2722,21306,18,Sárvár,3,2,3,179,14777,esze tamás utca,6,1,"esze tamás utca 6, Sárvár",16.926119978039594,47.252250009799496
2724,21306,18,Sárvár,3,2,3,179,14777,ostffyasszonyfai út,7,0,"ostffyasszonyfai út 7, Sárvár",16.9645499982706,47.24601999262629
2725,21306,18,Sárvár,3,2,3,179,14777,várkerület utca,14,2,"várkerület utca 14, Sárvár",16.936259985406082,47.25064998830234
2726,5120,5,Sátoraljaújhely,3,2,3,65,15783,köveshegy,9,0,"köveshegy 9, Sátoraljaújhely",21.613799995562886,48.37373000493912
2728,5120,5,Sátoraljaújhely,3,2,3,65,15783,martinovics utca,8,1,"martinovics utca 8, Sátoraljaújhely",21.65175995866383,48.39129998273742
2729,5120,5,Sátoraljaújhely,3,2,3,65,15783,martinovics utca,21,1,"martinovics utca 21, Sátoraljaújhely",21.651809998625794,48.39139000437754
2731,5519,2,Siklós,3,2,3,31,9574,aradi utca,22,1,"aradi utca 22, Siklós",18.28283997172622,45.8612000038201
2733,5519,2,Siklós,3,2,3,31,9574,béke tér,5,2,"béke tér 5, Siklós",18.295660008814025,45.858909984053525
2734,5519,2,Siklós,3,2,3,31,9574,felszabadulás utca,31,1,"felszabadulás utca 31, Siklós",18.297549960342025,45.85422001586028
2735,5519,2,Siklós,3,2,3,31,9574,felszabadulás utca,73/F,1,"felszabadulás utca 73/F, Siklós",18.29185001472564,45.857440007784135
2736,5519,2,Siklós,3,2,3,31,9574,gerencsér sebestyén utca,11,1,"gerencsér sebestyén utca 11, Siklós",18.30665999944631,45.856420013986735
2737,5519,2,Siklós,3,2,3,31,9574,hunyadi út,3,2,"hunyadi út 3, Siklós",18.30137998717902,45.851960003307084
2738,5519,2,Siklós,3,2,3,31,9574,józsef attila utca,79,0,"józsef attila utca 79, Siklós",18.290839995392986,45.861569981026264
2739,5519,2,Siklós,3,2,3,31,9574,köztársaság tér,1/A,0,"köztársaság tér 1/A, Siklós",18.289429991640816,45.859310010382586
2740,5519,2,Siklós,3,2,3,31,9574,magyar utca,5,0,"magyar utca 5, Siklós",18.29914998183918,45.85046001982431
2742,5519,2,Siklós,3,2,3,31,9574,postaszállás,9/A,0,"postaszállás 9/A, Siklós",18.2956699832788,45.8399800005555
2743,5519,2,Siklós,3,2,3,31,9574,rákóczi utca,30,0,"rákóczi utca 30, Siklós",18.304940032914715,45.85483000886387
2744,5519,2,Siklós,3,2,3,31,9574,sallai utca,18,1,"sallai utca 18, Siklós",18.294700029443334,45.859080010959445
2745,17631,14,Siófok,3,2,3,146,25045,babits mihály utca,77,1,"babits mihály utca 77, Siófok",18.002700003796576,46.895460009991865
2746,17631,14,Siófok,3,2,3,146,25045,babits mihály utca,118,1,"babits mihály utca 118, Siófok",17.99320003855658,46.89341000602275
2748,17631,14,Siófok,3,2,3,146,25045,hunyadi jános utca,17,1,"hunyadi jános utca 17, Siófok",18.060570004424335,46.90096997977278
2749,17631,14,Siófok,3,2,3,146,25045,mészáros lőrinc utca,78,2,"mészáros lőrinc utca 78, Siófok",18.064839997359,46.904559990812345
2750,17631,14,Siófok,3,2,3,146,25045,napsugár utca,13,1,"napsugár utca 13, Siófok",18.06263002476777,46.87665998790257
2751,17631,14,Siófok,3,2,3,146,25045,rákóczi ferenc utca,95,0,"rákóczi ferenc utca 95, Siófok",18.065710038908634,46.872769988548356
2752,17631,14,Siófok,3,2,3,146,25045,ságvári utca,17/B,2,"ságvári utca 17/B, Siófok",18.068199967065908,46.870630004848636
2753,17631,14,Siófok,3,2,3,146,25045,szent lászló utca,120/A,0,"szent lászló utca 120/A, Siófok",18.08456001714083,46.920269982386515
2754,15626,14,Somogysámson,4,3,8,144,748,deák ferenc utca,28,0,"deák ferenc utca 28, Somogysámson",17.30251001068507,46.60220999112457
2755,15626,14,Somogysámson,4,3,8,144,748,fő utca,10,0,"fő utca 10, Somogysámson",17.299929977068643,46.59997998578473
2757,15626,14,Somogysámson,4,3,8,144,748,fő utca,22,1,"fő utca 22, Somogysámson",17.299869962641907,46.59825000287884
2759,15626,14,Somogysámson,4,3,8,144,748,fő utca,51,0,"fő utca 51, Somogysámson",17.29946997822239,46.5981000087215
2761,15626,14,Somogysámson,4,3,8,144,748,fő utca,74,2,"fő utca 74, Somogysámson",17.299910028139095,46.59370998693336
2762,15626,14,Somogysámson,4,3,8,144,748,fő utca,111,0,"fő utca 111, Somogysámson",17.299569974327255,46.592989981450614
2763,15626,14,Somogysámson,4,3,8,144,748,fő utca,127,0,"fő utca 127, Somogysámson",17.29930996769076,46.59199999486654
2766,15626,14,Somogysámson,4,3,8,144,748,fő utca,165,0,"fő utca 165, Somogysámson",17.29730996177406,46.58891000626093
2767,15626,14,Somogysámson,4,3,8,144,748,fő utca,229,1,"fő utca 229, Somogysámson",17.295880009092343,46.58088999175507
